Code Postal, Ville 
43140,ST DIDIER EN VELAY 
43330,ST FERREOL D AUROURE 
43250,STE FLORINE 
43700,ST GERMAIN LAPRADE 
43260,ST JULIEN CHAPTEUIL 
43240,ST JUST MALMONT 
43200,ST MAURICE DE LIGNON 
43620,ST PAL DE MONS 
43350,ST PAULIEN 
43600,STE SIGOLENE 
43170,SAUGUES 
43190,TENCE 
43750,VALS PRES LE PUY 
43360,VERGONGHEON 
43200,YSSINGEAUX 
44170,ABBARETZ 
44140,AIGREFEUILLE SUR MAINE 
44150,ANCENIS ST GEREON 
44320,CHAUMES EN RETZ 
44680,CHAUMES EN RETZ 
44410,ASSERAC 
44460,AVESSAC 
44115,BASSE GOULAINE 
44740,BATZ SUR MER 
44760,LA BERNERIE EN RETZ 
44160,BESNE 
44140,LE BIGNON 
44130,BLAIN 
44830,BOUAYE 
44340,BOUGUENAIS 
44580,VILLENEUVE EN RETZ 
44190,BOUSSAY 
44130,BOUVRON 
44830,BRAINS 
44750,CAMPBON 
44470,CARQUEFOU 
44390,CASSON 
44850,LE CELLIER 
44450,DIVATTE SUR LOIRE 
44410,LA CHAPELLE DES MARAIS 
44330,LA CHAPELLE HEULIN 
44260,LA CHAPELLE LAUNAY 
44240,LA CHAPELLE SUR ERDRE 
44110,CHATEAUBRIANT 
44690,CHATEAU THEBAUD 
44320,CHAUVE 
44118,LA CHEVROLIERE 
44190,CLISSON 
44360,CORDEMAIS 
44560,CORSEPT 
44220,COUERON 
44521,COUFFE 
44490,LE CROISIC 
44160,CROSSAC 
44590,DERVAL 
44480,DONGES 
44530,DREFFEAC 
44110,ERBRAY 
44500,LA BAULE ESCOUBLAC 
44130,FAY DE BRETAGNE 
44460,FEGREAC 
44320,FROSSAY 
44130,LE GAVRE 
44190,GETIGNE 
44190,GORGES 
44119,GRANDCHAMP DES FONTAINES 
44290,GUEMENE PENFAO 
44530,GUENROUET 
44350,GUERANDE 
44690,LA HAIE FOUASSIERE 
44115,HAUTE GOULAINE 
44410,HERBIGNAC 
44810,HERIC 
44610,INDRE 
44520,ISSE 
44440,JOUE SUR ERDRE 
44430,LE LANDREAU 
44650,LEGE 
44850,LIGNE 
44310,LA LIMOUZINIERE 
44430,LE LOROUX BOTTEREAU 
44270,MACHECOUL ST MEME 
44690,MAISDON SUR SEVRE 
44260,MALVILLE 
44270,LA MARNE 
44170,MARSAC SUR DON 
44470,MAUVES SUR LOIRE 
44520,LA MEILLERAYE DE BRETAGNE 
44522,MESANGER 
44420,MESQUER 
44780,MISSILLAC 
44520,MOISDON LA RIVIERE 
44690,MONNIERES 
44620,LA MONTAGNE 
44140,MONTBERT 
44550,MONTOIR DE BRETAGNE 
44760,LES MOUTIERS EN RETZ 
44850,MOUZEIL 
44330,MOUZILLON 
44000,NANTES 
44100,NANTES 
44200,NANTES 
44300,NANTES 
44390,NORT SUR ERDRE 
44130,NOTRE DAME DES LANDES 
44170,NOZAY 
44700,ORVAULT 
44521,OUDON 
44560,PAIMBOEUF 
44330,LE PALLET 
44270,PAULX 
44640,LE PELLERIN 
44390,PETIT MARS 
44420,PIRIAC SUR MER 
44770,LA PLAINE SUR MER 
44140,LA PLANCHE 
44630,PLESSE 
44160,PONTCHATEAU 
44860,PONT ST MARTIN 
44210,PORNIC 
44380,PORNICHET 
44710,PORT ST PERE 
44510,LE POULIGUEN 
44260,PRINQUIAU 
44330,LA REGRIPPIERE 
44140,REMOUILLE 
44400,REZE 
44440,RIAILLE 
44640,ROUANS 
44660,ROUGE 
44390,SAFFRE 
44860,ST AIGNAN GRANDLIEU 
44117,ST ANDRE DES EAUX 
44160,STE ANNE SUR BRIVET 
44110,ST AUBIN DES CHATEAUX 
44250,ST BREVIN LES PINS 
44310,ST COLOMBAN 
44650,CORCOUE SUR LOGNE 
44270,ST ETIENNE DE MER MORTE 
44360,ST ETIENNE DE MONTLUC 
44530,ST GILDAS DES BOIS 
44800,ST HERBLAIN 
44150,VAIR SUR LOIRE 
44680,ST HILAIRE DE CHALEONS 
44190,ST HILAIRE DE CLISSON 
44640,ST JEAN DE BOISEAU 
44720,ST JOACHIM 
44450,ST JULIEN DE CONCELLES 
44710,ST LEGER LES VIGNES 
44980,STE LUCE SUR LOIRE 
44190,ST LUMINE DE CLISSON 
44310,ST LUMINE DE COUTAIS 
44410,ST LYPHARD 
44550,ST MALO DE GUERSAC 
44680,ST MARS DE COUTAIS 
44850,ST MARS DU DESERT 
44540,VALLONS DE L ERDRE 
44730,ST MICHEL CHEF CHEF 
44350,ST MOLF 
44600,ST NAZAIRE 
44460,ST NICOLAS DE REDON 
44680,STE PAZANNE 
44320,ST PERE EN RETZ 
44310,ST PHILBERT DE GRAND LIEU 
44160,STE REINE DE BRETAGNE 
44230,ST SEBASTIEN SUR LOIRE 
44320,ST VIAUD 
44590,ST VINCENT DES LANDES 
44880,SAUTRON 
44260,SAVENAY 
44530,SEVERAC 
44590,SION LES MINES 
44840,LES SORINIERES 
44110,SOUDAN 
44240,SUCE SUR ERDRE 
44440,TEILLE 
44360,LE TEMPLE DE BRETAGNE 
44470,THOUARE SUR LOIRE 
44390,LES TOUCHES 
44650,TOUVOIS 
44119,TREILLIERES 
44570,TRIGNAC 
44420,LA TURBALLE 
44330,VALLET 
44370,LOIREAUXENCE 
44170,VAY 
44120,VERTOU 
44116,VIEILLEVIGNE 
44360,VIGNEUX DE BRETAGNE 
44640,VUE 
44810,LA CHEVALLERAIS 
44140,GENESTON 
44170,LA GRIGONNAIS 
45200,AMILLY 
45410,ARTENAY 
45130,BAULE 
45480,BAZOCHES LES GALLERANDES 
45190,BEAUGENCY 
45630,BEAULIEU SUR LOIRE 
45340,BEAUNE LA ROLANDE 
45760,BOIGNY SUR BIONNE 
45420,BONNY SUR LOIRE 
45460,LES BORDES 
45460,BRAY ST AIGNAN 
45250,BRIARE 
45120,CEPOY 
45520,CERCOTTES 
45380,CHAINGY 
45120,CHALETTE SUR LOING 
45400,CHANTEAU 
45380,LA CHAPELLE ST MESMIN 
45110,CHATEAUNEUF SUR LOIRE 
45220,CHATEAU RENARD 
45230,CHATILLON COLIGNY 
45360,CHATILLON SUR LOIRE 
45430,CHECY 
45520,CHEVILLY 
45170,CHILLEURS AUX BOIS 
45370,CLERY ST ANDRE 
45490,CORBEILLES 
45120,CORQUILLEROY 
45720,COULLONS 
45320,COURTENAY 
45300,DADONVILLE 
45150,DARVOY 
45450,DONNERY 
45680,DORDIVES 
45450,FAY AUX LOGES 
45210,FERRIERES EN GATINAIS 
45240,LA FERTE ST AUBIN 
45400,FLEURY LES AUBRAIS 
45210,FONTENAY SUR LOING 
45520,GIDY 
45500,GIEN 
45130,HUISSEAU SUR MAUVES 
45140,INGRE 
45150,JARGEAU 
45370,JOUY LE POTIER 
45740,LAILLY EN VAL 
45260,LORRIS 
45470,LOURY 
45300,LE MALESHERBOIS 
45330,LE MALESHERBOIS 
45240,MARCILLY EN VILLETTE 
45430,MARDIE 
45370,MAREAU AUX PRES 
45760,MARIGNY LES USAGES 
45130,MEUNG SUR LOIRE 
45200,MONTARGIS 
45170,NEUVILLE AUX BOIS 
45290,NOGENT SUR VERNISSON 
45160,OLIVET 
45000,ORLEANS 
45100,ORLEANS 
45140,ORMES 
45570,OUZOUER SUR LOIRE 
45700,PANNES 
45310,PATAY 
45300,PITHIVIERS 
45300,PITHIVIERS LE VIEIL 
45500,POILLY LEZ GIEN 
45390,PUISEAUX 
45130,ST AY 
45730,ST BENOIT SUR LOIRE 
45590,ST CYR EN VAL 
45550,ST DENIS DE L HOTEL 
45560,ST DENIS EN VAL 
45220,ST GERMAIN DES PRES 
45160,ST HILAIRE ST MESMIN 
45800,ST JEAN DE BRAYE 
45140,ST JEAN DE LA RUELLE 
45650,ST JEAN LE BLANC 
45110,ST MARTIN D ABBAT 
45750,ST PRYVE ST MESMIN 
45640,SANDILLON 
45770,SARAN 
45400,SEMOY 
45300,SERMAISES 
45600,SULLY SUR LOIRE 
45510,TIGY 
45470,TRAINOU 
45760,VENNECY 
45510,VIENNE EN VAL 
45700,VILLEMANDEUR 
45530,VITRY AUX LOGES 
46130,BIARS SUR CERE 
46000,CAHORS 
46170,CASTELNAU MONTRATIER 
46100,FIGEAC 
46300,GOURDON 
46500,GRAMAT 
46230,LALBENQUE 
46140,LUZECH 
46600,MARTEL 
46800,MONTCUQ EN QUERCY BLANC 
46090,PRADINES 
46220,PRAYSSAC 
46700,PUY L EVEQUE 
46400,ST CERE 
46200,SOUILLAC 
46300,LE VIGAN EN QUERCY 
47000,AGEN 
47190,AIGUILLON 
47220,ASTAFFORT 
47200,BEAUPUY 
47300,BIAS 
47550,BOE 
47240,BON ENCONTRE 
47310,BRAX 
47440,CASSENEUIL 
47240,CASTELCULIER 
47700,CASTELJALOUX 
47260,CASTELMORON SUR LOT 
47320,CLAIRAC 
47450,COLAYRAC ST CIRQ 
47310,ESTILLAC 
47510,FOULAYRONNES 
47500,FUMEL 
47400,GONTAUD DE NOGARET 
47340,LAROQUE TIMBAUT 
47230,LAVARDAC 
47390,LAYRAC 
47200,MARMANDE 
47800,MIRAMONT DE GUYENNE 
47150,MONFLANQUIN 
47500,MONSEMPRON LIBOS 
47500,MONTAYRAL 
47600,NERAC 
47520,LE PASSAGE 
47140,PENNE D AGENAIS 
47480,PONT DU CASSE 
47130,PORT STE MARIE 
47300,PUJOLS 
47310,ROQUEFORT 
47180,STE BAZEILLE 
47310,STE COLOMBE EN BRUILHOIS 
47450,ST HILAIRE DE LUSIGNAN 
47110,STE LIVRADE SUR LOT 
47140,ST SYLVESTRE SUR LOT 
47400,TONNEINS 
47300,VILLENEUVE SUR LOT 
47200,VIRAZEIL 
48130,PEYRE EN AUBRAC 
48500,LA CANOURGUE 
48400,FLORAC TROIS RIVIERES 
48300,LANGOGNE 
48100,MARVEJOLS 
48000,MENDE 
48100,BOURGS SUR COLAGNE 
48200,ST CHELY D APCHER 
49650,ALLONNES 
49700,TUFFALUN 
49000,ANGERS 
49100,ANGERS 
49240,AVRILLE 
49150,BAUGE EN ANJOU 
49070,BEAUCOUZE 
49250,BEAUFORT EN ANJOU 
49110,BEAUPREAU EN MAUGES 
49450,BEAUPREAU EN MAUGES 
49510,BEAUPREAU EN MAUGES 
49600,BEAUPREAU EN MAUGES 
49370,BECON LES GRANITS 
49122,BEGROLLES EN MAUGES 
49080,BOUCHEMAINE 
49650,BRAIN SUR ALLONNES 
49125,BRIOLLAY 
49250,BRISSAC LOIRE AUBANCE 
49320,BRISSAC LOIRE AUBANCE 
49440,CANDE 
49460,CANTENAY EPINARD 
49260,BELLEVIGNE LES CHATEAUX 
49400,BELLEVIGNE LES CHATEAUX 
49290,CHALONNES SUR LOIRE 
49123,CHAMPTOCE SUR LOIRE 
49330,LES HAUTS D ANJOU 
49380,TERRANJOU 
49540,TERRANJOU 
49120,CHEMILLE EN ANJOU 
49310,CHEMILLE EN ANJOU 
49670,CHEMILLE EN ANJOU 
49750,CHEMILLE EN ANJOU 
49300,CHOLET 
49690,CORON 
49140,CORZE 
49400,DISTRE 
49700,DOUE EN ANJOU 
49430,DURTAL 
49000,ECOUFLANT 
49330,ETRICHE 
49460,FENEU 
49250,LES BOIS D ANJOU 
49590,FONTEVRAUD L ABBAYE 
49123,INGRANDES LE FRESNE SUR LOIRE 
49140,JARZE VILLAGES 
49320,LES GARENNES SUR LOIRE 
49610,LES GARENNES SUR LOIRE 
49220,LE LION D ANGERS 
49160,LONGUE JUMELLES 
49370,VAL D ERDRE AUXENCE 
49440,VAL D ERDRE AUXENCE 
49360,MAULEVRIER 
49122,LE MAY SUR EVRE 
49140,MAZE MILON 
49630,MAZE MILON 
49220,LONGUENEE EN ANJOU 
49770,LONGUENEE EN ANJOU 
49250,LA MENITRE 
49460,MONTREUIL JUIGNE 
49260,MONTREUIL BELLAY 
49110,MONTREVAULT SUR EVRE 
49270,MONTREVAULT SUR EVRE 
49600,MONTREVAULT SUR EVRE 
49640,MORANNES SUR SARTHE DAUMERAY 
49610,MOZE SUR LOUET 
49610,MURS ERIGNE 
49390,NOYANT VILLAGES 
49490,NOYANT VILLAGES 
49124,LE PLESSIS GRAMMOIRE 
49110,MAUGES SUR LOIRE 
49290,MAUGES SUR LOIRE 
49410,MAUGES SUR LOIRE 
49570,MAUGES SUR LOIRE 
49620,MAUGES SUR LOIRE 
49130,LES PONTS DE CE 
49170,LA POSSONNIERE 
49420,OMBREE D ANJOU 
49520,OMBREE D ANJOU 
49190,ROCHEFORT SUR LOIRE 
49740,LA ROMAGNE 
49160,GENNES VAL DE LOIRE 
49320,GENNES VAL DE LOIRE 
49350,GENNES VAL DE LOIRE 
49124,ST BARTHELEMY D ANJOU 
49280,ST CHRISTOPHE DU BOIS 
49370,ST CLEMENT DE LA PLACE 
49130,STE GEMMES SUR LOIRE 
49170,ST GEORGES SUR LOIRE 
49190,VAL DU LAYON 
49750,VAL DU LAYON 
49070,ST LAMBERT LA POTHERIE 
49070,ST LEGER DE LINIERES 
49170,ST LEGER DE LINIERES 
49280,ST LEGER SOUS CHOLET 
49230,SEVREMOINE 
49450,SEVREMOINE 
49660,SEVREMOINE 
49710,SEVREMOINE 
49170,ST MARTIN DU FOUILLOUX 
49140,LOIRE AUTHION 
49250,LOIRE AUTHION 
49630,LOIRE AUTHION 
49800,LOIRE AUTHION 
49610,ST MELAINE SUR AUBANCE 
49112,VERRIERES EN ANJOU 
49480,VERRIERES EN ANJOU 
49400,SAUMUR 
49500,SEGRE EN ANJOU BLEU 
49520,SEGRE EN ANJOU BLEU 
49280,LA SEGUINIERE 
49140,SEICHES SUR LE LOIR 
49280,LA TESSOUALLE 
49380,BELLEVIGNE EN LAYON 
49750,BELLEVIGNE EN LAYON 
49125,TIERCE 
49800,TRELAZE 
49340,TREMENTINES 
49730,VARENNES SUR LOIRE 
49220,ERDRE EN ANJOU 
49370,ERDRE EN ANJOU 
49390,VERNANTES 
49340,VEZINS 
49310,LYS HAUT LAYON 
49540,LYS HAUT LAYON 
49560,LYS HAUT LAYON 
49140,RIVES DU LOIR EN ANJOU 
49680,VIVY 
49360,YZERNAY 
50180,AGNEAUX 
50230,AGON COUTAINVILLE 
50300,AVRANCHES 
50270,BARNEVILLE CARTERET 
50440,LA HAGUE 
50460,LA HAGUE 
50690,LA HAGUE 
50560,BLAINVILLE SUR MER 
50610,JULLOUVILLE 
50370,BRECEY 
50290,BREHAL 
50260,BRICQUEBEC EN COTENTIN 
50700,BRIX 
50750,CANISY 
50480,CARENTAN LES MARAIS 
50500,CARENTAN LES MARAIS 
50620,CARENTAN LES MARAIS 
50510,CERENCES 
50100,CHERBOURG EN COTENTIN 
50110,CHERBOURG EN COTENTIN 
50120,CHERBOURG EN COTENTIN 
50130,CHERBOURG EN COTENTIN 
50460,CHERBOURG EN COTENTIN 
50470,CHERBOURG EN COTENTIN 
50420,CONDE SUR VIRE 
50890,CONDE SUR VIRE 
50200,COUTANCES 
50710,CREANCES 
50110,DIGOSVILLE 
50350,DONVILLE LES BAINS 
50220,DUCEY LES CHERIS 
50340,FLAMANVILLE 
50450,GAVRAY SUR SIENNE 
50330,GONNEVILLE LE THEIL 
50200,GOUVILLE SUR MER 
50560,GOUVILLE SUR MER 
50400,GRANVILLE 
50250,LA HAYE 
50580,LA HAYE 
50180,THEREVAL 
50570,THEREVAL 
50540,ISIGNY LE BUAT 
50520,JUVIGNY LES VALLEES 
50430,LESSAY 
50660,TOURNEVILLE SUR MER 
50570,MARIGNY LE LOZON 
50310,MONTEBOURG 
50140,MORTAIN BOCAGE 
50600,GRANDPARIGNY 
50410,PERCY EN NORMANDIE 
50190,PERIERS 
50250,PICAUVILLE 
50360,PICAUVILLE 
50480,PICAUVILLE 
50340,LES PIEUX 
50620,PONT HEBERT 
50880,PONT HEBERT 
50170,PONTORSON 
50580,PORT BAIL SUR MER 
50630,QUETTEHOU 
50210,QUETTREVILLE SUR SIENNE 
50660,QUETTREVILLE SUR SIENNE 
50160,ST AMAND VILLAGES 
50600,ST HILAIRE DU HARCOUET 
50730,ST HILAIRE DU HARCOUET 
50240,ST JAMES 
50810,ST JEAN D ELLE 
50000,ST LO 
50480,STE MERE EGLISE 
50380,ST PAIR SUR MER 
50330,ST PIERRE EGLISE 
50750,BOURGVALLEES 
50200,ST SAUVEUR VILLAGES 
50490,ST SAUVEUR VILLAGES 
50390,ST SAUVEUR LE VICOMTE 
50550,ST VAAST LA HOUGUE 
50530,SARTILLY BAIE BOCAGE 
50150,SOURDEVAL 
50640,LE TEILLEUL 
50420,TESSY BOCAGE 
50470,TOLLEVAST 
50160,TORIGNY LES VILLES 
50700,VALOGNES 
50300,LE VAL ST PERE 
50800,VILLEDIEU LES POELES ROUFFIGNY 
51190,AVIZE 
51150,AY CHAMPAGNE 
51160,AY CHAMPAGNE 
51110,BAZANCOURT 
51450,BETHENY 
51430,BEZANNES 
51110,BOULT SUR SUIPPE 
51420,CERNAY LES REIMS 
51000,CHALONS EN CHAMPAGNE 
51370,CHAMPIGNY 
51220,CORMICY 
51350,CORMONTREUIL 
51460,COURTISOLS 
51700,DORMANS 
51200,EPERNAY 
51310,ESTERNAY 
51510,FAGNIERES 
51230,FERE CHAMPENOISE 
51170,FISMES 
51300,FRIGNICOURT 
51390,GUEUX 
51140,JONCHERY SUR VESLE 
51210,MONTMIRAIL 
51400,MOURMELON LE GRAND 
51140,MUIZON 
51340,PARGNY SUR SAULX 
51490,PONTFAVERGER MORONVILLIERS 
51100,REIMS 
51370,ST BRICE COURCELLES 
51470,ST MEMMIE 
51800,STE MENEHOULD 
51520,SARRY 
51250,SERMAIZE LES BAINS 
51120,SEZANNE 
51500,SILLERY 
51600,SUIPPES 
51500,TAISSY 
51430,TINQUEUX 
51130,BLANCS COTEAUX 
51190,BLANCS COTEAUX 
51300,VITRY LE FRANCOIS 
51110,WARMERIVILLE 
51420,WITRY LES REIMS 
51530,MAGENTA 
52100,BETTANCOURT LA FERREE 
52310,BOLOGNE 
52400,BOURBONNE LES BAINS 
52600,CHALINDREY 
52120,CHATEAUVILLAIN 
52000,CHAUMONT 
52290,ECLARON BRAUCOURT STE LIVIERE 
52410,EURVILLE BIENVILLE 
52300,JOINVILLE 
52200,LANGRES 
52220,LA PORTE DU DER 
52140,VAL DE MEUSE 
52240,VAL DE MEUSE 
52800,NOGENT 
52100,ST DIZIER 
52130,WASSY 
53940,AHUILLE 
53300,AMBRIERES LES VALLEES 
53240,ANDOUILLE 
53210,ARGENTRE 
53440,ARON 
53240,LA BACONNIERE 
53960,BONCHAMP LES LAVAL 
53410,LE BOURGNEUF LA FORET 
53810,CHANGE 
53200,CHATEAU GONTIER SUR MAYENNE 
53230,COSSE LE VIVIEN 
53400,CRAON 
53260,ENTRAMMES 
53500,ERNEE 
53150,EVRON 
53600,EVRON 
53940,LE GENEST ST ISLE 
53120,GORRON 
53970,L HUISSERIE 
53110,LASSAY LES CHATEAUX 
53000,LAVAL 
53320,LOIRON RUILLE 
53950,LOUVERNE 
53470,MARTIGNE SUR MAYENNE 
53100,MAYENNE 
53170,MESLAY DU MAINE 
53150,MONTSURS 
53410,PORT BRILLET 
53140,PRE EN PAIL ST SAMSON 
53360,QUELAINES ST GAULT 
53800,RENAZE 
53940,ST BERTHEVIN 
53290,ST DENIS D ANJOU 
53240,ST JEAN SUR MAYENNE 
53410,ST OUEN DES TOITS 
53370,ST PIERRE DES NIDS 
53410,ST PIERRE LA COUR 
53700,VILLAINES LA JUHEL 
54510,ART SUR MEURTHE 
54580,AUBOUE 
54560,AUDUN LE ROMAN 
54120,BACCARAT 
54540,BADONVILLER 
54290,BAYON 
54360,BLAINVILLE SUR L EAU 
54700,BLENOD LES PONT A MOUSSON 
54136,BOUXIERES AUX DAMES 
54150,VAL DE BRIEY 
54790,VAL DE BRIEY 
54230,CHALIGNY 
54280,CHAMPENOUX 
54250,CHAMPIGNEULLES 
54300,CHANTEHEUX 
54230,CHAVIGNY 
54480,CIREY SUR VEZOUZE 
54800,CONFLANS EN JARNISY 
54400,COSNES ET ROMAIN 
54680,CRUSNES 
54670,CUSTINES 
54360,DAMELEVIERES 
54380,DIEULOUARD 
54110,DOMBASLE SUR MEURTHE 
54200,DOMMARTIN LES TOUL 
54200,ECROUVES 
54270,ESSEY LES NANCY 
54630,FLAVIGNY SUR MOSELLE 
54710,FLEVILLE DEVANT NANCY 
54570,FOUG 
54390,FROUARD 
54840,GONDREVILLE 
54730,GORCY 
54860,HAUCOURT MOULAINE 
54180,HEILLECOURT 
54440,HERSERANGE 
54310,HOMECOURT 
54180,HOUDEMONT 
54590,HUSSIGNY GODBRANGE 
54800,JARNY 
54140,JARVILLE LA MALGRANGE 
54240,JOEUF 
54800,LABRY 
54410,LANEUVEVILLE DEVANT NANCY 
54520,LAXOU 
54690,LAY ST CHRISTOPHE 
54720,LEXY 
54460,LIVERDUN 
54810,LONGLAVILLE 
54260,LONGUYON 
54400,LONGWY 
54710,LUDRES 
54300,LUNEVILLE 
54700,MAIDIERES 
54220,MALZEVILLE 
54820,MARBACHE 
54320,MAXEVILLE 
54850,MESSEIN 
54135,MEXY 
54350,MONT ST MARTIN 
54660,MOUTIERS 
54000,NANCY 
54100,NANCY 
54230,NEUVES MAISONS 
54530,PAGNY SUR MOSELLE 
54490,PIENNES 
54340,POMPEY 
54700,PONT A MOUSSON 
54550,PONT ST VINCENT 
54425,PULNOY 
54430,REHON 
54630,RICHARDMENIL 
54110,ROSIERES AUX SALINES 
54130,ST MAX 
54210,ST NICOLAS DE PORT 
54650,SAULNES 
54420,SAULXURES LES NANCY 
54280,SEICHAMPS 
54880,THIL 
54510,TOMBLAINE 
54200,TOUL 
54750,TRIEUX 
54640,TUCQUEGNIEUX 
54910,VALLEROY 
54500,VANDOEUVRE LES NANCY 
54110,VARANGEVILLE 
54840,BOIS DE HAYE 
54920,VILLERS LA MONTAGNE 
54600,VILLERS LES NANCY 
54190,VILLERUPT 
55170,ANCERVILLE 
55000,BAR LE DUC 
55430,BELLEVILLE SUR MEUSE 
55240,BOULIGNY 
55200,COMMERCY 
55170,COUSANCES LES FORGES 
55400,ETAIN 
55200,EUVILLE 
55000,FAINS VEEL 
55500,LIGNY EN BARROIS 
55600,MONTMEDY 
55800,REVIGNY SUR ORNAIN 
55300,ST MIHIEL 
55700,STENAY 
55840,THIERVILLE SUR MEUSE 
55140,VAUCOULEURS 
55100,VERDUN 
55210,VIGNEULLES LES HATTONCHATEL 
55190,VOID VACON 
56350,ALLAIRE 
56190,AMBON 
56610,ARRADON 
56190,ARZAL 
56640,ARZON 
56800,AUGAN 
56400,AURAY 
56870,BADEN 
56150,BAUD 
56380,BEIGNON 
56550,BELZ 
56240,BERNE 
56230,BERRIC 
56500,BIGNAN 
56400,BRECH 
56580,BREHAN 
56310,BUBRY 
56220,CADEN 
56330,CAMORS 
56800,CAMPENEAC 
56910,CARENTOIR 
56340,CARNAC 
56850,CAUDAN 
56620,CLEGUER 
56480,CLEGUEREC 
56390,COLPO 
56950,CRACH 
56750,DAMGAN 
56250,ELVEN 
56410,ERDEVEN 
56410,ETEL 
56320,LE FAOUET 
56130,FEREL 
56200,LA GACILLY 
56530,GESTEL 
56110,GOURIN 
56390,GRAND CHAMP 
56590,GROIX 
56120,GUEGON 
56150,GUENIN 
56380,GUER 
56520,GUIDEL 
56560,GUISCRIFF 
56700,HENNEBONT 
56240,INGUINIEL 
56650,INZINZAC LOCHRIST 
56120,JOSSELIN 
56700,KERVIGNAC 
56690,LANDAUL 
56690,LANDEVANT 
56600,LANESTER 
56630,LANGONNET 
56440,LANGUIDIC 
56120,FORGES DE LANOUEE 
56260,LARMOR PLAGE 
56390,LOCMARIA GRAND CHAMP 
56740,LOCMARIAQUER 
56500,LOCMINE 
56570,LOCMIQUELIC 
56550,LOCOAL MENDON 
56390,LOCQUELTAS 
56100,LORIENT 
56800,LOYAT 
56220,MALANSAC 
56140,MALESTROIT 
56300,MALGUENAC 
56130,MARZAN 
56430,MAURON 
56310,MELRAND 
56700,MERLEVENEZ 
56890,MEUCON 
56230,MOLAC 
56250,MONTERBLANC 
56500,MOREAC 
56500,MOUSTOIR AC 
56190,MUZILLAC 
56500,EVELLYS 
56130,NIVILLAC 
56690,NOSTANG 
56190,NOYAL MUZILLAC 
56920,NOYAL PONTIVY 
56360,LE PALAIS 
56130,PEAULE 
56220,PEILLAC 
56760,PENESTIN 
56420,PLAUDREN 
56890,PLESCOP 
56140,PLEUCADEUC 
56400,PLOEMEL 
56270,PLOEMEUR 
56880,PLOEREN 
56800,PLOERMEL 
56240,PLOUAY 
56400,PLOUGOUMELEN 
56340,PLOUHARNEL 
56680,PLOUHINEC 
56220,PLUHERLIN 
56420,PLUMELEC 
56310,PLUMELIAU BIEUZY 
56930,PLUMELIAU BIEUZY 
56500,PLUMELIN 
56400,PLUMERGAT 
56400,PLUNERET 
56330,PLUVIGNER 
56300,PONTIVY 
56620,PONT SCORFF 
56290,PORT LOUIS 
56230,QUESTEMBERT 
56530,QUEVEN 
56170,QUIBERON 
56500,REGUINY 
56670,RIANTEC 
56350,RIEUX 
56460,VAL D OUST 
56800,VAL D OUST 
56580,ROHAN 
56890,ST AVE 
56130,ST DOLAY 
56730,ST GILDAS DE RHUYS 
56220,ST JACUT LES PINS 
56660,ST JEAN BREVELAY 
56250,ST NOLFF 
56470,ST PHILIBERT 
56510,ST PIERRE QUIBERON 
56300,ST THURIAU 
56350,ST VINCENT SUR OUST 
56370,SARZEAU 
56860,SENE 
56460,SERENT 
56300,LE SOURN 
56250,SULNIAC 
56450,SURZUR 
56800,TAUPONT 
56450,THEIX NOYALO 
56250,TREFFLEAN 
56470,LA TRINITE SUR MER 
56190,LA TRINITE SURZUR 
56000,VANNES 
56400,LE BONO 
56400,STE ANNE D AURAY 
57440,ALGRANGE 
57515,ALSTING 
57865,AMANVILLERS 
57360,AMNEVILLE 
57130,ARS SUR MOSELLE 
57390,AUDUN LE TICHE 
57685,AUGNY 
57710,AUMETZ 
57300,AY SUR MOSELLE 
57050,LE BAN ST MARTIN 
57460,BEHREN LES FORBACH 
57310,BERTRANGE 
57230,BITCHE 
57655,BOULANGE 
57220,BOULAY MOSELLE 
57310,BOUSSE 
57320,BOUZONVILLE 
57490,CARLING 
57570,CATTENOM 
57170,CHATEAU SALINS 
57160,CHATEL ST GERMAIN 
57185,CLOUANGE 
57800,COCHEREN 
57680,CORNY SUR MOSELLE 
57530,COURCELLES CHAUSSY 
57690,CREHANGE 
57150,CREUTZWALD 
57850,DABO 
57980,DIEBLING 
57260,DIEUZE 
57925,DISTROFF 
57365,ENNERY 
57550,FALCK 
57290,FAMECK 
57450,FAREBERSVILLER 
57380,FAULQUEMONT 
57190,FLORANGE 
57730,FOLSCHVILLER 
57650,FONTOY 
57600,FORBACH 
57800,FREYMING MERLEBACH 
57175,GANDRANGE 
57520,GROSBLIEDERSTROFF 
57310,GUENANGE 
57300,HAGONDANGE 
57970,BASSE HAM 
57880,HAM SOUS VARSBERG 
57910,HAMBACH 
57700,HAYANGE 
57330,HETTANGE GRANDE 
57470,HOMBOURG HAUT 
57490,L HOPITAL 
57970,ILLANGE 
57240,KNUTANGE 
57970,KOENIGSMACKER 
57050,LONGEVILLE LES METZ 
57740,LONGEVILLE LES ST AVOLD 
57050,LORRY LES METZ 
57730,MACHEREN 
57280,MAIZIERES LES METZ 
57100,MANOM 
57535,MARANGE SILVANGE 
57155,MARLY 
57000,METZ 
57050,METZ 
57070,METZ 
57940,METZERVISSE 
57300,MONDELANGE 
57415,MONTBRONN 
57950,MONTIGNY LES METZ 
57860,MONTOIS LA MONTAGNE 
57530,OGY MONTOY FLANVILLE 
57645,OGY MONTOY FLANVILLE 
57340,MORHANGE 
57600,MORSBACH 
